1040,1036,1019,1555
1042,1615,1211,1922
1314,1989,1615,1991
1694,1932,1878,1700
1989,1382,1968,985
1919,905,1466,620
1367,634,1311,813
1335,1587,1066,1578
1558,1600,1856,1620
1137,1387,1348,1383
1134,1481,1331,1434
1350,1156,1422,1121
1525,1132,1610,1165
1318,1020,1724,1019
1274,981,1464,913
1518,920,1739,1022
1623,1427,1847,1473
1643,1411,1842,1413
